"sn","date","branch","pizza_sold","category","price","quantity","timevalue","time_range","total_sales"
247,"2015-12-10","Surulere","Margarita","Vegetable","4000",3,"08:07:46","Morning to Afternoon","12000"
248,"2015-12-07","Gbagada","Hot Pepperoni Feast","Salami","4000",1,"08:07:49","Morning to Afternoon","4000"
249,"2015-12-08","Ikoyi","Chicken Bali","Chicken","2000",4,"08:07:49","Morning to Afternoon","8000"
250,"2015-12-07","Ikoyi","Meatzaa","Beef","2000",2,"08:07:50","Morning to Afternoon","4000"
251,"2015-12-08","Ikoyi","BBQ Philly Steak","Beef","4000",2,"08:07:50","Morning to Afternoon","8000"
252,"2015-12-05","Lekki","Pepperoni Feast","Salami","4000",2,"08:07:56","Morning to Afternoon","8000"
253,"2015-12-11","Gbagada","Chicken Feast","Chicken","2000",5,"08:07:56","Morning to Afternoon","10000"
254,"2015-12-03","Ibadan","Veggie Supreme","Vegetable","3000",5,"08:07:59","Morning to Afternoon","15000"
255,"2015-12-04","Ikoyi","Pepperoni Feast","Salami","4000",4,"08:08:01","Morning to Afternoon","16000"
256,"2015-12-05","Lekki","Extravaganza","Pepperoni/Beef","2000",1,"08:08:03","Morning to Afternoon","2000"
257,"2015-12-07","Lekki","Chicken Bali","Chicken","2000",5,"08:08:04","Morning to Afternoon","10000"
258,"2015-12-13","Lekki","Meatzaa","Beef","2000",3,"08:08:04","Morning to Afternoon","6000"
259,"2015-12-04","Ibadan","Pepperoni Feast","Salami","4000",4,"08:08:11","Morning to Afternoon","16000"
260,"2015-12-14","Ibadan","Veggie Supreme","Vegetable","3000",1,"08:08:12","Morning to Afternoon","3000"
261,"2015-12-09","Gbagada","Hot Veggie","Vegetable","4000",1,"08:08:17","Morning to Afternoon","4000"
262,"2015-12-06","Gbagada","Italiano","Tomato/Cheese","3000",4,"08:08:25","Morning to Afternoon","12000"
263,"2015-12-05","Lekki","Italiano","Tomato/Cheese","3000",3,"08:08:25","Morning to Afternoon","9000"
264,"2015-12-15","Gbagada","Chicken Legend","Chicken","2000",3,"08:08:27","Morning to Afternoon","6000"
265,"2015-12-15","Lekki","Meatzaa","Beef","2000",4,"08:08:29","Morning to Afternoon","8000"
266,"2015-12-14","Ikoyi","BBQ Chicken","Chicken","4000",1,"08:08:31","Morning to Afternoon","4000"
267,"2015-12-07","Ikoyi","BBQ Philly Steak","Beef","4000",1,"08:08:32","Morning to Afternoon","4000"
268,"2015-12-06","Surulere","Chicken Suya","Chicken","4000",2,"08:08:33","Morning to Afternoon","8000"
1533,"2015-12-08","Gbagada","Beef Suya","Beef","3000",2,"08:41:12","Morning to Afternoon","6000"
269,"2015-12-04","Surulere","Veggie Supreme","Vegetable","3000",4,"08:08:34","Morning to Afternoon","12000"
270,"2015-12-08","Lekki","Chicken Bali","Chicken","2000",1,"08:08:35","Morning to Afternoon","2000"
271,"2015-12-09","Ikoyi","Chicken Suya","Chicken","4000",4,"08:08:39","Morning to Afternoon","16000"
272,"2015-12-06","Surulere","Chicken Legend","Chicken","2000",5,"08:08:40","Morning to Afternoon","10000"
273,"2015-12-09","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",2,"08:08:40","Morning to Afternoon","6000"
274,"2015-12-05","Ibadan","Hot Veggie","Vegetable","4000",2,"08:08:42","Morning to Afternoon","8000"
275,"2015-12-13","Surulere","BBQ Chicken","Chicken","4000",5,"08:08:45","Morning to Afternoon","20000"
276,"2015-12-05","Ibadan","BBQ Chicken","Chicken","4000",3,"08:08:45","Morning to Afternoon","12000"
277,"2015-12-13","Ikoyi","Meatzaa","Beef","2000",1,"08:08:45","Morning to Afternoon","2000"
278,"2015-12-12","Ibadan","Chicken Feast","Chicken","2000",2,"08:08:47","Morning to Afternoon","4000"
279,"2015-12-14","Ikoyi","Beef Suya","Beef","3000",5,"08:08:50","Morning to Afternoon","15000"
280,"2015-12-04","Surulere","Hot Veggie","Vegetable","4000",2,"08:08:53","Morning to Afternoon","8000"
281,"2015-12-13","Lekki","Extravaganza","Pepperoni/Beef","2000",5,"08:08:53","Morning to Afternoon","10000"
282,"2015-12-12","Ibadan","Pepperoni Feast","Salami","4000",4,"08:08:57","Morning to Afternoon","16000"
283,"2015-12-07","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",2,"08:09:00","Morning to Afternoon","6000"
284,"2015-12-15","Gbagada","Pepperoni Feast","Salami","4000",1,"08:09:00","Morning to Afternoon","4000"
285,"2015-12-05","Surulere","Veggie Supreme","Vegetable","3000",2,"08:09:01","Morning to Afternoon","6000"
286,"2015-12-03","Gbagada","Chicken Suya","Chicken","4000",3,"08:09:02","Morning to Afternoon","12000"
287,"2015-12-05","Ikoyi","Hot Pepperoni Feast","Salami","4000",3,"08:09:02","Morning to Afternoon","12000"
288,"2015-12-11","Gbagada","Chicken Suya","Chicken","4000",4,"08:09:03","Morning to Afternoon","16000"
289,"2015-12-06","Ikoyi","Italiano","Tomato/Cheese","3000",4,"08:09:05","Morning to Afternoon","12000"
290,"2015-12-06","Lekki","Hot Veggie","Vegetable","4000",2,"08:09:05","Morning to Afternoon","8000"
291,"2015-12-12","Ikoyi","Chicken Legend","Chicken","2000",5,"08:09:08","Morning to Afternoon","10000"
292,"2015-12-04","Ikoyi","Extravaganza","Pepperoni/Beef","2000",3,"08:09:08","Morning to Afternoon","6000"
293,"2015-12-09","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",1,"08:09:10","Morning to Afternoon","3000"
294,"2015-12-05","Gbagada","Chicken Legend","Chicken","2000",5,"08:09:11","Morning to Afternoon","10000"
295,"2015-12-11","Lekki","Beef Suya","Beef","3000",4,"08:09:11","Morning to Afternoon","12000"
296,"2015-12-06","Ibadan","Meatzaa","Beef","2000",3,"08:09:16","Morning to Afternoon","6000"
297,"2015-12-12","Lekki","Chicken Bali","Chicken","2000",1,"08:09:20","Morning to Afternoon","2000"
298,"2015-12-03","Surulere","Margarita","Vegetable","4000",4,"08:09:23","Morning to Afternoon","16000"
299,"2015-12-10","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",3,"08:09:28","Morning to Afternoon","9000"
300,"2015-12-11","Lekki","Meatzaa","Beef","2000",3,"08:09:28","Morning to Afternoon","6000"
301,"2015-12-13","Lekki","Veggie Supreme","Vegetable","3000",5,"08:09:29","Morning to Afternoon","15000"
302,"2015-12-12","Surulere","Hot Veggie","Vegetable","4000",1,"08:09:33","Morning to Afternoon","4000"
303,"2015-12-07","Surulere","Margarita","Vegetable","4000",4,"08:09:33","Morning to Afternoon","16000"
304,"2015-12-06","Ibadan","Chicken Legend","Chicken","2000",3,"08:09:37","Morning to Afternoon","6000"
305,"2015-12-04","Gbagada","Italiano","Tomato/Cheese","3000",2,"08:09:39","Morning to Afternoon","6000"
306,"2015-12-08","Surulere","BBQ Philly Steak","Beef","4000",5,"08:09:39","Morning to Afternoon","20000"
307,"2015-12-15","Surulere","Beef Suya","Beef","3000",2,"08:09:41","Morning to Afternoon","6000"
308,"2015-12-15","Lekki","BBQ Philly Steak","Beef","4000",2,"08:09:45","Morning to Afternoon","8000"
309,"2015-12-11","Surulere","Beef Suya","Beef","3000",2,"08:09:46","Morning to Afternoon","6000"
310,"2015-12-06","Ikoyi","BBQ Philly Steak","Beef","4000",5,"08:09:47","Morning to Afternoon","20000"
311,"2015-12-09","Gbagada","Italiano","Tomato/Cheese","3000",5,"08:09:47","Morning to Afternoon","15000"
312,"2015-12-03","Gbagada","Veggie Supreme","Vegetable","3000",1,"08:09:47","Morning to Afternoon","3000"
313,"2015-12-10","Surulere","Hot Veggie","Vegetable","4000",3,"08:09:49","Morning to Afternoon","12000"
314,"2015-12-05","Ikoyi","Pepperoni Feast","Salami","4000",2,"08:09:54","Morning to Afternoon","8000"
315,"2015-12-14","Gbagada","Hot Veggie","Vegetable","4000",4,"08:09:55","Morning to Afternoon","16000"
316,"2015-12-08","Gbagada","BBQ Chicken","Chicken","4000",3,"08:09:55","Morning to Afternoon","12000"
317,"2015-12-05","Lekki","Hot Pepperoni Feast","Salami","4000",5,"08:09:59","Morning to Afternoon","20000"
318,"2015-12-04","Ikoyi","Margarita","Vegetable","4000",5,"08:10:00","Morning to Afternoon","20000"
319,"2015-12-15","Surulere","Chicken Feast","Chicken","2000",5,"08:10:08","Morning to Afternoon","10000"
320,"2015-12-07","Surulere","BBQ Chicken","Chicken","4000",4,"08:10:08","Morning to Afternoon","16000"
321,"2015-12-04","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",5,"08:10:10","Morning to Afternoon","15000"
322,"2015-12-04","Lekki","Chicken Feast","Chicken","2000",5,"08:10:11","Morning to Afternoon","10000"
323,"2015-12-05","Surulere","Hot Pepperoni Feast","Salami","4000",1,"08:10:12","Morning to Afternoon","4000"
324,"2015-12-03","Ikoyi","Pepperoni Feast","Salami","4000",1,"08:10:14","Morning to Afternoon","4000"
325,"2015-12-05","Ikoyi","Chicken Legend","Chicken","2000",1,"08:10:15","Morning to Afternoon","2000"
326,"2015-12-08","Lekki","Beef Suya","Beef","3000",5,"08:10:18","Morning to Afternoon","15000"
327,"2015-12-05","Surulere","Chicken Bali","Chicken","2000",2,"08:10:18","Morning to Afternoon","4000"
328,"2015-12-07","Lekki","Chicken Bali","Chicken","2000",3,"08:10:18","Morning to Afternoon","6000"
329,"2015-12-08","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",5,"08:10:22","Morning to Afternoon","15000"
330,"2015-12-05","Lekki","Chicken Legend","Chicken","2000",5,"08:10:25","Morning to Afternoon","10000"
331,"2015-12-04","Ibadan","Hot Pepperoni Feast","Salami","4000",5,"08:10:26","Morning to Afternoon","20000"
332,"2015-12-03","Ikoyi","Chicken Feast","Chicken","2000",1,"08:10:33","Morning to Afternoon","2000"
333,"2015-12-10","Ibadan","Margarita","Vegetable","4000",4,"08:10:35","Morning to Afternoon","16000"
334,"2015-12-09","Gbagada","Extravaganza","Pepperoni/Beef","2000",5,"08:10:37","Morning to Afternoon","10000"
335,"2015-12-06","Gbagada","Veggie Supreme","Vegetable","3000",1,"08:10:37","Morning to Afternoon","3000"
336,"2015-12-08","Lekki","Veggie Supreme","Vegetable","3000",1,"08:10:38","Morning to Afternoon","3000"
337,"2015-12-12","Surulere","Pepperoni Feast","Salami","4000",2,"08:10:42","Morning to Afternoon","8000"
338,"2015-12-10","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",5,"08:10:43","Morning to Afternoon","15000"
339,"2015-12-09","Lekki","Italiano","Tomato/Cheese","3000",5,"08:10:45","Morning to Afternoon","15000"
340,"2015-12-12","Surulere","Italiano","Tomato/Cheese","3000",1,"08:10:49","Morning to Afternoon","3000"
341,"2015-12-06","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",1,"08:10:54","Morning to Afternoon","3000"
342,"2015-12-07","Surulere","Chicken Legend","Chicken","2000",5,"08:10:56","Morning to Afternoon","10000"
343,"2015-12-15","Gbagada","Chicken Legend","Chicken","2000",1,"08:11:00","Morning to Afternoon","2000"
344,"2015-12-10","Surulere","Hot Veggie","Vegetable","4000",5,"08:11:02","Morning to Afternoon","20000"
345,"2015-12-11","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",4,"08:11:05","Morning to Afternoon","12000"
346,"2015-12-13","Lekki","Veggie Supreme","Vegetable","3000",5,"08:11:06","Morning to Afternoon","15000"
347,"2015-12-03","Gbagada","Italiano","Tomato/Cheese","3000",1,"08:11:08","Morning to Afternoon","3000"
348,"2015-12-14","Lekki","Pepperoni Feast","Salami","4000",5,"08:11:13","Morning to Afternoon","20000"
349,"2015-12-04","Surulere","Hot Pepperoni Feast","Salami","4000",5,"08:11:13","Morning to Afternoon","20000"
350,"2015-12-10","Ibadan","Veggie Supreme","Vegetable","3000",4,"08:11:14","Morning to Afternoon","12000"
351,"2015-12-10","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",3,"08:11:15","Morning to Afternoon","9000"
352,"2015-12-12","Ikoyi","Margarita","Vegetable","4000",3,"08:11:17","Morning to Afternoon","12000"
353,"2015-12-13","Gbagada","Veggie Supreme","Vegetable","3000",2,"08:11:19","Morning to Afternoon","6000"
354,"2015-12-04","Gbagada","Hot Pepperoni Feast","Salami","4000",5,"08:11:19","Morning to Afternoon","20000"
355,"2015-12-15","Ibadan","Chicken Bali","Chicken","2000",4,"08:11:19","Morning to Afternoon","8000"
356,"2015-12-03","Ikoyi","Italiano","Tomato/Cheese","3000",3,"08:11:22","Morning to Afternoon","9000"
357,"2015-12-12","Ibadan","Hot Veggie","Vegetable","4000",4,"08:11:22","Morning to Afternoon","16000"
358,"2015-12-10","Surulere","Hot Veggie","Vegetable","4000",5,"08:11:23","Morning to Afternoon","20000"
359,"2015-12-10","Gbagada","Extravaganza","Pepperoni/Beef","2000",3,"08:11:23","Morning to Afternoon","6000"
360,"2015-12-07","Gbagada","Chicken Bali","Chicken","2000",1,"08:11:26","Morning to Afternoon","2000"
361,"2015-12-13","Surulere","Hot Pepperoni Feast","Salami","4000",5,"08:11:26","Morning to Afternoon","20000"
362,"2015-12-13","Gbagada","Extravaganza","Pepperoni/Beef","2000",1,"08:11:27","Morning to Afternoon","2000"
363,"2015-12-14","Ibadan","Chicken Feast","Chicken","2000",4,"08:11:27","Morning to Afternoon","8000"
364,"2015-12-06","Ibadan","Margarita","Vegetable","4000",3,"08:11:29","Morning to Afternoon","12000"
365,"2015-12-11","Ibadan","Chicken Legend","Chicken","2000",5,"08:11:31","Morning to Afternoon","10000"
366,"2015-12-07","Ikoyi","BBQ Philly Steak","Beef","4000",1,"08:11:33","Morning to Afternoon","4000"
367,"2015-12-14","Gbagada","Meatzaa","Beef","2000",1,"08:11:36","Morning to Afternoon","2000"
368,"2015-12-05","Ikoyi","BBQ Philly Steak","Beef","4000",5,"08:11:40","Morning to Afternoon","20000"
369,"2015-12-06","Lekki","Chicken Feast","Chicken","2000",4,"08:11:42","Morning to Afternoon","8000"
370,"2015-12-13","Ikoyi","Pepperoni Feast","Salami","4000",2,"08:11:43","Morning to Afternoon","8000"
371,"2015-12-12","Ikoyi","Pepperoni Feast","Salami","4000",1,"08:11:45","Morning to Afternoon","4000"
372,"2015-12-14","Gbagada","Margarita","Vegetable","4000",3,"08:11:46","Morning to Afternoon","12000"
373,"2015-12-13","Ikoyi","Hot Pepperoni Feast","Salami","4000",5,"08:11:46","Morning to Afternoon","20000"
374,"2015-12-15","Lekki","Chicken Feast","Chicken","2000",1,"08:11:47","Morning to Afternoon","2000"
375,"2015-12-13","Surulere","Margarita","Vegetable","4000",5,"08:11:49","Morning to Afternoon","20000"
376,"2015-12-07","Lekki","Chicken Legend","Chicken","2000",3,"08:11:49","Morning to Afternoon","6000"
377,"2015-12-12","Lekki","Veggie Supreme","Vegetable","3000",2,"08:11:51","Morning to Afternoon","6000"
378,"2015-12-14","Ikoyi","Hot Veggie","Vegetable","4000",1,"08:11:55","Morning to Afternoon","4000"
379,"2015-12-15","Ikoyi","Italiano","Tomato/Cheese","3000",4,"08:11:58","Morning to Afternoon","12000"
380,"2015-12-09","Surulere","Margarita","Vegetable","4000",5,"08:11:58","Morning to Afternoon","20000"
381,"2015-12-13","Gbagada","Italiano","Tomato/Cheese","3000",2,"08:11:59","Morning to Afternoon","6000"
382,"2015-12-14","Lekki","Italiano","Tomato/Cheese","3000",5,"08:12:02","Morning to Afternoon","15000"
383,"2015-12-04","Surulere","Chicken Suya","Chicken","4000",5,"08:12:06","Morning to Afternoon","20000"
384,"2015-12-09","Surulere","Hot Pepperoni Feast","Salami","4000",4,"08:12:07","Morning to Afternoon","16000"
385,"2015-12-08","Surulere","Chicken Feast","Chicken","2000",3,"08:12:09","Morning to Afternoon","6000"
386,"2015-12-05","Ikoyi","Chicken Feast","Chicken","2000",5,"08:12:11","Morning to Afternoon","10000"
387,"2015-12-10","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",3,"08:12:11","Morning to Afternoon","9000"
388,"2015-12-06","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",4,"08:12:17","Morning to Afternoon","12000"
389,"2015-12-03","Lekki","Chicken Legend","Chicken","2000",3,"08:12:18","Morning to Afternoon","6000"
390,"2015-12-13","Ikoyi","Hot Pepperoni Feast","Salami","4000",4,"08:12:18","Morning to Afternoon","16000"
391,"2015-12-08","Ikoyi","Italiano","Tomato/Cheese","3000",1,"08:12:20","Morning to Afternoon","3000"
392,"2015-12-05","Gbagada","Veggie Supreme","Vegetable","3000",2,"08:12:21","Morning to Afternoon","6000"
393,"2015-12-11","Lekki","Extravaganza","Pepperoni/Beef","2000",1,"08:12:22","Morning to Afternoon","2000"
394,"2015-12-14","Ikoyi","Veggie Supreme","Vegetable","3000",4,"08:12:23","Morning to Afternoon","12000"
395,"2015-12-12","Surulere","BBQ Philly Steak","Beef","4000",5,"08:12:24","Morning to Afternoon","20000"
396,"2015-12-06","Gbagada","Beef Suya","Beef","3000",5,"08:12:27","Morning to Afternoon","15000"
397,"2015-12-11","Lekki","Margarita","Vegetable","4000",2,"08:12:30","Morning to Afternoon","8000"
398,"2015-12-11","Ibadan","BBQ Philly Steak","Beef","4000",5,"08:12:31","Morning to Afternoon","20000"
399,"2015-12-04","Gbagada","Hot Veggie","Vegetable","4000",1,"08:12:31","Morning to Afternoon","4000"
400,"2015-12-14","Lekki","Hot Veggie","Vegetable","4000",5,"08:12:33","Morning to Afternoon","20000"
401,"2015-12-15","Surulere","Margarita","Vegetable","4000",1,"08:12:35","Morning to Afternoon","4000"
402,"2015-12-07","Ibadan","Extravaganza","Pepperoni/Beef","2000",1,"08:12:38","Morning to Afternoon","2000"
403,"2015-12-03","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",4,"08:12:40","Morning to Afternoon","12000"
404,"2015-12-07","Ikoyi","Chicken Bali","Chicken","2000",4,"08:12:44","Morning to Afternoon","8000"
405,"2015-12-06","Ibadan","Veggie Supreme","Vegetable","3000",2,"08:12:45","Morning to Afternoon","6000"
406,"2015-12-10","Surulere","Italiano","Tomato/Cheese","3000",4,"08:12:45","Morning to Afternoon","12000"
407,"2015-12-03","Ibadan","Chicken Feast","Chicken","2000",5,"08:12:46","Morning to Afternoon","10000"
408,"2015-12-09","Ibadan","Meatzaa","Beef","2000",1,"08:12:47","Morning to Afternoon","2000"
409,"2015-12-08","Ibadan","Veggie Supreme","Vegetable","3000",5,"08:12:50","Morning to Afternoon","15000"
410,"2015-12-05","Ibadan","Beef Suya","Beef","3000",4,"08:12:50","Morning to Afternoon","12000"
411,"2015-12-03","Ikoyi","Meatzaa","Beef","2000",5,"08:12:51","Morning to Afternoon","10000"
412,"2015-12-11","Ikoyi","Chicken Legend","Chicken","2000",2,"08:12:52","Morning to Afternoon","4000"
413,"2015-12-05","Lekki","Meatzaa","Beef","2000",4,"08:12:57","Morning to Afternoon","8000"
414,"2015-12-13","Ikoyi","Veggie Supreme","Vegetable","3000",3,"08:12:59","Morning to Afternoon","9000"
415,"2015-12-05","Surulere","Beef Suya","Beef","3000",3,"08:12:59","Morning to Afternoon","9000"
416,"2015-12-12","Lekki","Meatzaa","Beef","2000",4,"08:12:59","Morning to Afternoon","8000"
417,"2015-12-07","Ikoyi","Veggie Supreme","Vegetable","3000",1,"08:13:00","Morning to Afternoon","3000"
418,"2015-12-05","Lekki","Beef Suya","Beef","3000",2,"08:13:00","Morning to Afternoon","6000"
419,"2015-12-11","Ikoyi","Beef Suya","Beef","3000",5,"08:13:01","Morning to Afternoon","15000"
420,"2015-12-04","Ibadan","Hot Veggie","Vegetable","4000",3,"08:13:02","Morning to Afternoon","12000"
421,"2015-12-05","Ikoyi","Chicken Bali","Chicken","2000",3,"08:13:02","Morning to Afternoon","6000"
422,"2015-12-15","Ibadan","Meatzaa","Beef","2000",5,"08:13:03","Morning to Afternoon","10000"
423,"2015-12-07","Ibadan","Chicken Feast","Chicken","2000",2,"08:13:05","Morning to Afternoon","4000"
424,"2015-12-03","Gbagada","BBQ Philly Steak","Beef","4000",4,"08:13:05","Morning to Afternoon","16000"
425,"2015-12-10","Ibadan","Italiano","Tomato/Cheese","3000",2,"08:13:05","Morning to Afternoon","6000"
426,"2015-12-15","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",1,"08:13:06","Morning to Afternoon","3000"
427,"2015-12-05","Ikoyi","Meatzaa","Beef","2000",2,"08:13:06","Morning to Afternoon","4000"
428,"2015-12-09","Ikoyi","Beef Suya","Beef","3000",2,"08:13:07","Morning to Afternoon","6000"
429,"2015-12-04","Lekki","Meatzaa","Beef","2000",5,"08:13:07","Morning to Afternoon","10000"
430,"2015-12-11","Ikoyi","Chicken Suya","Chicken","4000",2,"08:13:11","Morning to Afternoon","8000"
431,"2015-12-05","Surulere","Chicken Bali","Chicken","2000",4,"08:13:18","Morning to Afternoon","8000"
432,"2015-12-15","Gbagada","Chicken Legend","Chicken","2000",4,"08:13:20","Morning to Afternoon","8000"
